ID,BLOCK_ID,TRIAL_TYPE,TRIAL_ID,SCENE_ID,METHOD,MODEL,ACTIONS_TOTAL,ACTIONS_EDIT,TASK_TIME_TOTAL,TASK_TIME_EDIT,TASK_TIME_CREATE,SEQ_SCORE,DISCOMFORT_SCORE
106,2,Creation,0,Creation_Model_A,Interpolation,Model_A,4,0,4,0,0,4,0
