ID,BLOCK_ID,TRIAL_TYPE,TRIAL_ID,SCENE_ID,METHOD,MODEL,ACTIONS_TOTAL,ACTIONS_EDIT,TASK_TIME_TOTAL,TASK_TIME_EDIT,TASK_TIME_CREATE,SEQ_SCORE,DISCOMFORT_SCORE
106,2,Model_A,Interpolation,BeginStartPointPlacement,11/21/2023 14:45:59
106,2,Model_A,Interpolation,FinishStartPointPlacement,11/21/2023 14:46:12
